ID,Categoria,Titulo
"0879de46-475a-40d6-8b46-b11a287131b6","Horoscopo","Horóscopo para o Dia 19 de Outubro de 2025"
"eb80454d-444e-4753-8b1b-eaea2e7b0f66","#BrasileirosNosEUA","Aplicativos que Facilitam a Vida do Imigrante"
"ef5d6bd8-ac92-43ab-a25c-b5a5795d53c4","#BrasileirosNosEUA","O impacto do trabalho remoto para brasileiros nos EUA"
"cce8afe5-c52c-427f-a523-7b40f39a155a","#BrasileirosNaFlórida","Os bairros dos brasileiros na Grande Orlando"
"ba767dba-131d-4ed8-8b08-3543f9941204","Animais","Terapia com pets: o afeto que ajuda imigrantes a reencontrar equilíbrio nos EUA"
"8f118c3c-ea34-4374-a980-c565103f2067","Espiritualidade","Entre Sonhos e Desdobramentos: Quando a Alma Caminha Entre Mundos"
"f348b3ac-9b4f-43e1-8011-6fd223d57289","#marcoalevato","Desafios do Primeiro Emprego nos EUA"
"86df521b-1ce1-4f76-880d-be00f06a66f1","Horoscopo","Horoscopo do dia 17 de Outubro de 2025"
"96ebe911-d4a9-498c-8bee-5ab559812dde","#BrasileirosNaFlórida","Novos Talentos da Comunidade Brasileira"
"cee3efcd-846e-43e7-b318-d5b77133718c","#BrasileirosNaAmérica","O mercado de roupas brasileiras nos EUA: o estilo que cruza fronteiras"
"9e7023be-37f5-4908-98b0-2b56fade9d67","Horoscopo","Horoscopo do dia 16 de Outubro de 2025"
